title,price,condition,review,city,date,href
"MacBook Pro 13, 2017 3.1ghz i5, 8gb, 256gb + wacom",699 €,Būklė: naudota,"Parduodamas MacBook Pro 13, 2017 3.1GHz i5, 8GB, 256GB TOUCHBAR + wacom intuos bevielė planšetė. Būklė 9/10, keli mikro įbrėžimai, veikia puikiai. Prieš parduodant pilnai išvalysiu ir paruošiu operacinę sistemą.
Nesiunčiu. Kaunas arba Klaipėda...","Kaunas, ...",prieš 2 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-2017-3-1ghz-i5-8gb-256gb-wacom-56887319.html
Parduodu MacBook Pro 2016 13 colių - su defektais,700 €,Būklė: naudota,"Parduodu 2016 metų MacBook Pro kompiuterį. 13 colių ekranas, 256GB. Specifikacijos: https://support.apple.com/kb/SP747?locale=en_US

Kompiuteris pirktas sau asmeniškai darbui iš Telia ir naudotas 4,5 metų. Neseniai teko pakeisti nauju, nes...",Vilnius,prieš 2 d.,https://skelbiu.lt//skelbimai/parduodu-macbook-pro-2016-13-coliu-su-defektais-56886841.html
"MacBook Air 2020 13"" Retina Qc i5 16gb 256gb",700 €,Būklė: naudota,"Parduodu puikios būklės 2020m MacBook Air 13 Retina QC i5 1.1GHz/16GB/256GB/Intel, su pilna komplektacija, dėže.
Parduodu, nes įsigijau kitą. 

Spalva: Silver
Procesorius: i5 
RAM: 16GB
SSD: 256GB
Ciklai: 285
Garantija iki 2022-04-27",Vilniaus r.,prieš 2 d.,https://skelbiu.lt//skelbimai/macbook-air-2020-13-retina-qc-i5-16gb-256gb-54698825.html
Apple MacBook Air 13 2014 256gb,250 €,Būklė: naudota,"Pukios bukles macbook air 13inch dydzio. 
256gb ssd atmintis
4gb Ram 
intel core i5 1.4 ghz procesorius 
nauja baterija tik su 28 krovimo ciklais, naujausia macOS Big Sur
viskas matosi foto ir bukle ir specifikacijos. Su dezute ir pakroveju",Kaunas,prieš 2 d.,https://skelbiu.lt//skelbimai/apple-macbook-air-13-2014-256gb-56504959.html
MacBook Air 13inch Mid2011,250 €,Būklė: naudota,Parduodu idealaus stovio MacBook Air 13inch Mid2011 su gamykline pakuote ir visais orginaliai priedais.,"Vilnius, ...",prieš 2 d.,https://skelbiu.lt//skelbimai/macbook-air-13inch-mid2011-56759557.html
Keiciu MacBook Air M1 Space Grey i iPad,777 €,Būklė: naudota,"Keiciu Macbook Air M1 Space Grey i iPad 2020+ metu.

Mac pirktas pries 5 men. Su garantiniu, dokumentais.

Bukle 10 is 10.",Klaipėda,prieš 2 d.,https://skelbiu.lt//skelbimai/keiciu-macbook-air-m1-space-grey-i-ipad-56884771.html
MacBook Pro 13 2017 3.1ghz I5/8gb RAM/256gb SSD,720 €,Būklė: naudota,"Parduodamas nedaug naudotas labai gero stovio Macbook Pro Touchbar. Įrašyta naujausia MacOS versija. Viskas veikia be priekaištų, stovis labai geras. Parduodamas nes guli nenaudojamas. Garantija pasibaigusi. Paštu nesiunčiu.

Specifikacijos: ...",Šiauliai,prieš 2 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-2017-3-1ghz-i5-8gb-ram-256gb-ssd-50674139.html
MacBook Pro 15,159 €,Būklė: naudota,"Geros būklės nešiojamasis kompiuteris Apple MacBook Pro 15. Ekranas 15, procesorius Intel i5 2,4 GHz, HDD SSD 120Gb, RAM 4Gb, HD Graphics 3000 , GeForce GT300M.","Šiauliai, ...",prieš 2 d.,https://skelbiu.lt//skelbimai/macbook-pro-15-54610985.html
MacBook Pro 13,119 €,Būklė: naudota,"Geros būklės nešiojamasis kompiuteris Apple MacBook Pro 13. Ekranas 13, procesorius Intel Core 2 Duo 2,66 GHz, HDD SSD 180Gb, RAM 4Gb, HD Graphics 3000","Šiauliai, ...",prieš 2 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-54611225.html
Apple MacBook Air M1 830eur,830 €,Būklė: naudota,"Sveiki,

Parduodamas Apple Macbook Air M1 8GB, SSD 256gb.

Naudotas lengvam programavimui, viso 47 krovimo ciklai. ( Nuo kovo menesio naudotas!)

Laikytas case kuri matote nuotraukoje

Problemu su kompiuteriu nera, viskas su juo gerai...",Kaunas,prieš 2 d.,https://skelbiu.lt//skelbimai/apple-macbook-air-m1-830eur-56637807.html
"MacBook Pro (Retina, 13-inch, Early 2015)",450 €,Būklė: naudota,"Parduodu naudotą, tvarkingą, pilnai veikiantį MacBook Pro su 13.3 colių Retina ekranu. Baterija laiko apie 5 valandas. Parduodama kartu su įkrovikliu bei originalia dėže.

13.3 colių Retina ekranas
2560 x 1600 ekrano skiriamoji geba
2.7 GHz...",Vilnius,prieš 2 d.,https://skelbiu.lt//skelbimai/macbook-pro-retina-13-inch-early-2015-56878565.html
MacBook Pro,151 €,Būklė: naudota,"Sveiki, parduodu Apple MacBook Pro A1278 (13-inch, Mid 2010). Korpusas turi nedideliu patrynimų ir palenkimų, ekranas ir visa kita sveika. 500 GB talpos disko.4G RAM, Įdiegtą macOS Yosemite operacinė sistema. Baterija laiko labai gerai. Prie...",Šiauliai,prieš 2 d.,https://skelbiu.lt//skelbimai/macbook-pro-56264993.html
"MacBook 13-inch 2008 late, 2ghz, 2 GB RAM",80 €,Būklė: naudota,"Geros būklės nešiojamasis kompiuteris MacBook 13-inch 2008 late, 2Ghz, 2 GB ram, 240 GB SSD, nėra baterijos (sena buvo išsiputusi), pilnai veikiantis, yra keletas pabraižymų nuo naudojimo. Be pakrovėjo.
Skambinkite telefonu, skelbiu.lt...",Vilnius,prieš 2 d.,https://skelbiu.lt//skelbimai/macbook-13-inch-2008-late-2ghz-2-gb-ram-56310841.html
MacBook Pro 15 Retina Mid 2014,630 €,Būklė: naudota,"Parduodamas MacBook Pro 15 Retina Mid 2014
Procesorius Quad-Core Intel Core i7 2.2 GHz
RAM 16 GB DDR3 1600 MHz
SSD 256 GB
Intel Iris Pro 1536 MB

Stovis idealus 10/10 , visada buvo apsauginiame  dėkle. Dėklas dovanų.
Cycle Count: 299
Komplekte...",Kaunas,prieš 2 d.,https://skelbiu.lt//skelbimai/macbook-pro-15-retina-mid-2014-48474821.html
Parduodu MacBook / SSD 240 GB,130 €,Būklė: naudota,"MacBook (13-inch, Late 2008)

2,4 Ghz Intel Core 2 Duo
4 gb 1067 mhz DDR3
Nvidia GeForce 9400M 
SSD 240 gb

Nešiojamasis kompiuteris yra visiškai funkcionalus",Kaunas,prieš 3 d.,https://skelbiu.lt//skelbimai/parduodu-macbook-ssd-240-gb-56875305.html
Apple MacBook air 13,100 €,Būklė: naudota,"Macbook air A1304  mid2009
intel Core 2 Duo 2.13Ghz ,ram 2gb ddr3
vaizdas GeForce9400M 256mb
SSD.120gb,
irasyta El Capitan Ofisas. 
Adobe photoshop.Lightroom
viskas veikia
galiu sust","Kaunas, ...",prieš 3 d.,https://skelbiu.lt//skelbimai/apple-macbook-air-13-56304799.html
MacBook pro 2011,225 €,Būklė: naudota,"CPU I5 . RAM 8GB, HDD 1 TB
Video Intel HD Graphic 512MB
stovis geras , baterija tik 28 ciklai
irasyta  Hig Sierra, Ofisas. viskas veikia,
galiu siust","Prienų r., ...",prieš 3 d.,https://skelbiu.lt//skelbimai/macbook-pro-2011-56358291.html
MacBook Pro 13,200 €,Būklė: naudota,"MacBook Pro 13, 2011

Yra Pakrovėjas, SSD Hard, baterija laiko ~2val.",Kaunas,prieš 3 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-56874451.html
Apple MacBook Air 13 i5 256gb SSD,400 €,Būklė: naudota,"Parduodu nešiojamąjį kompiuterį Apple MacBook Air 13.
i5 1.8 GHz, 8 GB RAM, 256 GB SSD.
Baterija 221 ciklas.
Serijinis numeris FVFVQ1FWJ1WL
Šiuo metu švariai įdiegta macOS Catalina.

Yra smulkių pabraižymų, iCloud nuimtas.",Vilnius,prieš 3 d.,https://skelbiu.lt//skelbimai/apple-macbook-air-13-i5-256gb-ssd-55452857.html
title,price,condition,review,city,date,href
MacBook Pro 15 2014,280 €,Būklė: naudota,"- MacBook Pro mid 2014 15
- Stovis 8/10 (buvo nukrites pries ilga laika turi nedidele ilenkima ir juostelie - matuosi nuotraukoje) 
- Puikiai veikia be jokiu prekaistu. 
- yra dėžutė ir originalus įkroviklis.
- Galimas siuntimas (+10eu)
-...",Visaginas,prieš 3 d.,https://skelbiu.lt//skelbimai/macbook-pro-15-2014-56083503.html
MacBook Air,800 €,Būklė: naudota,"Parduodamas 2020 m. pirktas Macbook Air nešiojamas kompiuteris su pilna komplektacija (dėžė, įkroviklis, pridėsiu ir dėklą) + likusi daugiau nei vienerių metų garantija. Kompiuteris  yra visiškai tvarkingas, naudotas mokslo tikslais. 
Kaina...",Klaipėda,prieš 3 d.,https://skelbiu.lt//skelbimai/macbook-air-55421045.html
Superinis MacBook Pro 13 2018,730 €,Būklė: naudota,"Parduodu Apple Macbook Pro 13 2018 Space Gray
Su ikrovikliu ir odiniu deklu.

Pakeista baterija ir klaviatura oficialiame ideal servise.

Apple+ garantija galioja iki 2021.09.14

2.3 Ghz Intel Core i5 
8GB 2133 MHz LPDDR3
Intel Iris...",Vilnius,prieš 3 d.,https://skelbiu.lt//skelbimai/superinis-macbook-pro-13-2018-56567663.html
MacBook Air M1,875 €,Būklė: naudota,"Parduodu labai mažai naudota MacBook Air M1 8Gb RAM, 256Gb SSD, pirktas 2021-05-12 pigu.lt",Vilnius,prieš 3 d.,https://skelbiu.lt//skelbimai/macbook-air-m1-55981469.html
"iMac 21,5inch",200 €,Būklė: naudota,"Bulkė 9/10  prižiuretas ,viskas gerai veikia nėra jokių pažeidimu",Vilnius,prieš 3 d.,https://skelbiu.lt//skelbimai/imac-21-5inch-52601411.html
MacBook Pro 13-inch 2016 Space Gray su priedais,800 €,Būklė: naudota,"Perleisiu mažai naudotą ir prižiūrėtą kompiuterį į geras rankas. Prieš metus Apple servise pakeista baterija, buvo pakrautas viso labo tik 132 kartus. Baterija laiko puikiai. Visą laika buvo naudotas su apsauginiu įdėklu todėl ant kompiuterio...",Vilnius,prieš 3 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-inch-2016-space-gray-su-priedais-56870153.html
"MacBook Air A1466, 500gb SSD, 4gb RAM",350 €,Būklė: naudota,"Parduodu puikios būklės Macbook Air:
Modelis: A1466
SSD 500gb (pakeistas)
4gb RAM
465 baterijos ciklai
1.8 gHz i5

Jokių žymesnių įbrėžinų ar naaudojimo žymių neturi. Pakrovėjas puikios būklės.",Vilnius,prieš 3 d.,https://skelbiu.lt//skelbimai/macbook-air-a1466-500gb-ssd-4gb-ram-55398005.html
"Parduodu Apple MacBook Air (11-inch, Mid 2012)",170 €,Būklė: naudota,"Parduodu Apple MacBook Air (11-inch, Mid 2012) A1465
Naudotas, neblogos būklės, gan tvarkingas nešiojamas kompiuteris.
* Procesorius: Intel Core i5 Dual-Core 1,7 GHz
* Operatyvioji atmintis: 4GB
* Ekrano dydis: 11 colių 1366x768
* Diskas:...",Panevėžys,prieš 3 d.,https://skelbiu.lt//skelbimai/parduodu-apple-macbook-air-11-inch-mid-2012-56436767.html
MacBook Pro 2019 13-inch i5 256gb Space Gray,930 €,Būklė: naudota,"Parduodamas tvarkingas Macbook Pro 2019 m. su touchbar.

13-inch Retina ekranas
1,4Ghz Intel Core i5
8GB RAM

256GB SSD

Baterijos ciklų 350.
Neseniai suinstaliavau naujausią operacinę Big Sur, labai smagi.:)

Yra įkroviklis.","Klaipėda, ...",prieš 3 d.,https://skelbiu.lt//skelbimai/macbook-pro-2019-13-inch-i5-256gb-space-gray-56527699.html
MacBook Pro 13,200 €,Būklė: naudota,"Parduodu geros būklės Apple MacBook Pro 13 early 2011. SSD hardas, 4GB RAM. Veikia puikiai, su originaliu pakrovėju. Baterija laiko apie 2 valandas. 
Galim šiek tiek derėtis.",Kaunas,rugpjūčio 20 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-56533091.html
"MacBook Pro 13 2018, i5, 8 GB, 512 GB",750 €,Būklė: naudota,"Parduodu naudota MacBook Pro 13 2018 su vokiska klaviatura (ISO-QWERTZ German). Pakeistas korpusas (zr. 8 pav.) su klaviatura, trackpad, baterija bei touchbar (pagal specialia programa). Stovis idealus, atjungtas iCloud bei Find My. Paruostas...",Vilnius,rugpjūčio 20 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-2018-i5-8-gb-512-gb-55353021.html
MacBook pro 13 Retina 2014 8 RAM 480 SSD Box A1502,390 €,Būklė: naudota,"Macbook pro 13 Retina 2014 8 Ram 480 SSD Box
 originalus pakrovejas

baterijos Ciklu 367",Vilnius,rugpjūčio 20 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-retina-2014-8-ram-480-ssd-box-a1502-56737017.html
"Apple MacBook Pro 15 Space Gray ,mid. 2018, Touchb",1 300 €,Būklė: naudota,"Idealios būkles 10/10, mažai naudotas  Apple Macbook Pro 15 mid 2018 Space Gray su įkroviklių.

Jokių naudojimo žymių. Viskas puikiai veikia.
Pirktas Lietuvoje.
Macbook Pro 15-inch, mid.2018, Toucbar
Procesorius - 2.6 Ghz Intel Core i7...",Kaunas,rugpjūčio 20 d.,https://skelbiu.lt//skelbimai/apple-macbook-pro-15-space-gray-mid-2018-touchb-55256765.html
Mac Book Pro 15 inch pirktas Vilniuje ideal,750 €,Būklė: naudota,Platesne info telefonu,Vilnius,rugpjūčio 20 d.,https://skelbiu.lt//skelbimai/mac-book-pro-15-inch-pirktas-vilniuje-ideal-56101479.html
2019 Mac Book Pro,600 €,Būklė: naudota,Parduodu Mac Book Pro (Ekrano defektas),Vilnius,rugpjūčio 20 d.,https://skelbiu.lt//skelbimai/2019-mac-book-pro-56859023.html
"Apple MacBook Air 13"" 2015",380 €,Būklė: naudota,"Parduodu Apple MacBook Air 13"" Early 2015 originalioje pakuotėje su įkrovikliu.

Kompiuteris labai geros būklės, pirktas naujas ir naudotas tik vieno žmogaus, be nubrozdinimų.

Procesorius 1,6 GHz Dual-Core Intel Core i5
RAM 4 GB
128GB",Vilnius,rugpjūčio 20 d.,https://skelbiu.lt//skelbimai/apple-macbook-air-13-2015-56779091.html
MacBook Pro 13 2017 / i5 / 8gb / 128gb / cycle 80,490 €,Būklė: naudota,"Macbook Pro 13  2017/i5(2,3GHz)/8GB/128GB/cycle 80/silver/A1708 
Komplekte org kroviklis ir usb laidas.
Grantija 3 mėn.

Kompiuterius yra galimybė apžiūrėti: Šiauliuose, Vilniuje ir Kaune

-
Apple produkcijos remontas, pirkimas,...","Šiauliai, ...",rugpjūčio 20 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-2017-i5-8gb-128gb-cycle-80-54951007.html
MacBook Pro 13 2017 / i5 / 16gb / 128gb/ cycle 381,530 €,Būklė: naudota,"Macbook Pro 13  2017/i5(2,3GHz)/16GB/128GB/cycle 381/space gray/ A1708
Komplekte org kroviklis ir usb laidas.
Grantija 3 mėn.

Kompiuterius yra galimybė apžiūrėti: Šiauliuose, Vilniuje ir Kaune

-
Apple produkcijos remontas, pirkimas, pardavimas...","Šiauliai, ...",rugpjūčio 20 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-2017-i5-16gb-128gb-cycle-381-54950305.html
MacBook Pro 13 TB 2017/i5/8gb/256gb/cycle 513,550 €,Būklė: naudota,"MacBook Pro 13 TB 
2017/
i5(3,1GHz)/
8GB/
256GB/
cycle 513/
space gray/
A1706/

Komplekte org pakrovėjas ir usb kabelis
Garantija 3mėn.

Kompiuterius yra galimybė apžiūrėti: Šiauliuose, Vilniuje ir Kaune
-
Apple produkcijos remontas, pirkimas,...","Šiauliai, ...",rugpjūčio 20 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-tb-2017-i5-8gb-256gb-cycle-513-56857737.html
MacBook Pro 13 2017 / i5 / 8gb / 128gb/ cycle 52,490 €,Būklė: naudota,"Macbook Pro 13  
2017m
i5(2,3GHz)
8GB
128GB
cycle 52
silver
A1708

Komplekte org pakrovėjas ir usb kabelis
Garantija 3mėn.

Kompiuterius yra galimybė apžiūrėti: Šiauliuose, Vilniuje ir Kaune
-
Apple produkcijos remontas, pirkimas, pardavimas...","Šiauliai, ...",rugpjūčio 20 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-2017-i5-8gb-128gb-cycle-52-56857397.html
Apple MacBook Pro 15 2018,1 350 €,Būklė: naudota,"Parduodu iš savo darbo įmonės kompiuterį. Prieš tai kaip tik buvo pakeista nauja baterija servise. 0 ciklų. 

Intel core i7, 16GB RAM, Intel UHD 630, Radeon pro 555X, 256GB SSD.",Vilnius,rugpjūčio 20 d.,https://skelbiu.lt//skelbimai/apple-macbook-pro-15-2018-56701369.html
Perku Apple Kompiuterius geriausia kaina,1 330 €,Būklė: naudota,"Perku naujus arba naudotus Apple Kompiuterius Kaune geriausiomis kainomis.
Domina visi Macbook Pro , Mackook Air, Macbook Retina ir iMac kompiuteriai.


Telefonas pasiteiravimui: +37062638338
Su manimi galima susisiekti taip pat per Viber...","Kaunas, ...",rugpjūčio 20 d.,https://skelbiu.lt//skelbimai/perku-apple-kompiuterius-geriausia-kaina-56621517.html
Apple MacBook Pro 13 M1 (Myd92 Naujas Su 24men gar,1 330 €,Būklė: nauja,"Parduodamas naujas,neispakuotas su 24men garantija kompiuteris. Tiesiai is parduotuves.",Vilnius,rugpjūčio 20 d.,https://skelbiu.lt//skelbimai/apple-macbook-pro-13-m1-myd92-naujas-su-24men-gar-56856625.html
"Apple MacBook 12, Pro 13-inch naujas garantija",1 099 €,Būklė: nauja,"Naujas, su 12men garantija, gali buti pakuotes pazeidimu:

MacBook 12"" Retina DC Core M3 1.1GHz/8GB/256GB flash/Intel silver , 2016 metu (MLHA2) 1099eur  (sita modeli galima iki 3men issimoketinai) 
MacBook 12"" DC-M3 1.2GHZ/ 8GB/ 256GB flash/...","Vilnius, ...",rugpjūčio 20 d.,https://skelbiu.lt//skelbimai/apple-macbook-12-pro-13-inch-naujas-garantija-27509323.html
title,price,condition,review,city,date,href
"MacBook 12 2015 / 1,2ghz / 8gb / 512gb /cycle 415",450 €,Būklė: naudota,"MacBook 12 2015 / 1,2ghz / 8gb / 512gb /cycle 415
Komplekte org kroviklis ir usb laidas.
Grantija 3 mėn.

Kompiuterius yra galimybė apžiūrėti: Šiauliuose, Vilniuje ir Kaune

-
Apple produkcijos remontas, pirkimas, pardavimas
MOBAS
Vytauto g. 111...","Šiauliai, ...",rugpjūčio 20 d.,https://skelbiu.lt//skelbimai/macbook-12-2015-1-2ghz-8gb-512gb-cycle-415-56321233.html
MacBook Air 13 2018 / i5 / 8gb / 128gb / cycle 78,350 €,Būklė: naudota,"MacBook Air 13 2018 / i5 / 8gb / 128gb / cycle 56
Komplekte org kroviklis ir usb laidas.
Ekranas su defektu.

Kompiuterius yra galimybė apžiūrėti: Šiauliuose, Vilniuje ir Kaune

-
Apple produkcijos remontas, pirkimas, pardavimas
MOBAS
Vytauto g....","Šiauliai, ...",rugpjūčio 20 d.,https://skelbiu.lt//skelbimai/macbook-air-13-2018-i5-8gb-128gb-cycle-78-56322005.html
MacBook Pro 13 TB 2019 / i5 / 8gb / 256gb /,690 €,Būklė: naudota,"MacBook Pro 13 TB 2019
i5(1,4GHz)
8GB
128GB
cycle 60
space gray
A2159
Komplekte org pakrovėjas ir usb kabelis
Garantija 3mėn.

Kompiuterius yra galimybė apžiūrėti: Šiauliuose, Vilniuje ir Kaune
-
Apple produkcijos remontas, pirkimas,...","Šiauliai, ...",rugpjūčio 20 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-tb-2019-i5-8gb-256gb-56777499.html
MacBook Air 13 2017/i5/8/128 be ekrano,180 €,Būklė: naudota,"MacBook Air 13 2017/i5/8/128 
A1466
Nėra ekrano ir baterijos, be ssd -195eur su pvm
Garantija 3mėn

128gb ssd - 50eur

Kompiuterius yra galimybė apžiūrėti: Šiauliuose, Vilniuje ir Kaune

-
Apple produkcijos remontas, pirkimas,...",Šiauliai,rugpjūčio 20 d.,https://skelbiu.lt//skelbimai/macbook-air-13-2017-i5-8-128-be-ekrano-52858553.html
MacBook Pro 13 TB 2016/i5/8/256 be ekrano,230 €,Būklė: naudota,"MacBook Pro 13 TB 2016/i5/8/256/ cycle 295/  be ekrano
A1706
garantija 3mėn.


Kompiuterius yra galimybė apžiūrėti: Šiauliuose, Vilniuje ir Kaune

-
Apple produkcijos remontas, pirkimas, pardavimas
MOBAS
Vytauto g. 111, Šiauliai...","Šiauliai, ...",rugpjūčio 20 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-tb-2016-i5-8-256-be-ekrano-52858645.html
MacBook Pro 15 TB 2016/i7/16/256/ be ekrano,380 €,Būklė: naudota,"MacBook Pro 15 TB 2016/i7/16/256/ space gray/ 
A1707
be ekrano ir baterijos
garantija 3mėn. 

Kompiuterius yra galimybė apžiūrėti: Šiauliuose, Vilniuje ir Kaune

-
Apple produkcijos remontas, pirkimas, pardavimas
MOBAS
Vytauto g. 111,...","Šiauliai, ...",rugpjūčio 20 d.,https://skelbiu.lt//skelbimai/macbook-pro-15-tb-2016-i7-16-256-be-ekrano-52858737.html
MacBook Pro 13 2016/i5/8/256/ be ekrano,200 €,Būklė: naudota,"MacBook Pro 13 2016/i5/8/256/ cycle 670/ space gary/ be ekrano
A1708

jei tik veikianti plokštė 130eur.
garantija 3mėn.  

Kompiuterius yra galimybė apžiūrėti: Šiauliuose, Vilniuje ir Kaune

-
Apple produkcijos remontas, pirkimas,...","Šiauliai, ...",rugpjūčio 20 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-2016-i5-8-256-be-ekrano-52858757.html
MacBook 12 2016 / m3 / 8gb / 256gb / cycle 87,420 €,Būklė: naudota,"Macbook 12 2016/m3(1,1GHz)/8GB/256GB/cycle 97/ gold/A1534
Komplekte org pakrovėjas ir usb kabelis
Garantija 3mėn.

Kompiuterius yra galimybė apžiūrėti: Šiauliuose, Vilniuje ir Kaune

-
Apple produkcijos remontas, pirkimas, pardavimas...","Šiauliai, ...",rugpjūčio 20 d.,https://skelbiu.lt//skelbimai/macbook-12-2016-m3-8gb-256gb-cycle-87-54200879.html
MacBook Air 13 2018 / i5 / 8gb / 128gb / cycle 78,500 €,Būklė: naudota,"MacBook Air 13 2018/i5(1,6GHz)/8GB/128GB/cycle 78/silver/A1932/

Komplekte org kroviklis ir usb laidas.
Grantija 3 mėn.

Kompiuterius yra galimybė apžiūrėti: Šiauliuose, Vilniuje ir Kaune

-
Apple produkcijos remontas, pirkimas,...","Šiauliai, ...",rugpjūčio 20 d.,https://skelbiu.lt//skelbimai/macbook-air-13-2018-i5-8gb-128gb-cycle-78-55955571.html
MacBook Air 2018 dalimis,100 €,Būklė: naudota,"MacBook Air 2018 dalimis

dalimis:
MacBook Pro 13 2016, 2017, 2018 dalimis
MacBook Pro 15 2016, 2017, 2018, 2109 dalimis
MacBook Air 13 2018, 2019 dalimis
MacBook 12 2015, 2016, 2017 dalimis

didelis pasirinkimas macbook kompiuterių nuo...","Šiauliai, ...",rugpjūčio 20 d.,https://skelbiu.lt//skelbimai/macbook-air-2018-dalimis-47468339.html
MacBook Air 13 2020m / i3 / 8gb / 256gb,370 €,Būklė: naudota,"MacBook Air 13 2020/i3/8/256/cycle 11-200, rose gold, A2179/ 
nėra ekrano
garantija 3mėn.


Kompiuterius yra galimybė apžiūrėti: Šiauliuose, Vilniuje ir Kaune

-
Apple produkcijos remontas, pirkimas, pardavimas
MOBAS
Vytauto g. 111,...","Šiauliai, ...",rugpjūčio 20 d.,https://skelbiu.lt//skelbimai/macbook-air-13-2020m-i3-8gb-256gb-55795615.html
MacBook Pro 13 TB 2019m / i5 / 8gb / 256gb,390 €,Būklė: naudota,"MacBook Pro 13 TB 2019/i5/8/256/cycle 11-200, space gray, A2159/
nėra ekrano
garantija 3mėn.


Kompiuterius yra galimybė apžiūrėti: Šiauliuose, Vilniuje ir Kaune

-
Apple produkcijos remontas, pirkimas, pardavimas
MOBAS
Vytauto g. 111, Šiauliai...","Šiauliai, ...",rugpjūčio 20 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-tb-2019m-i5-8gb-256gb-55795439.html
